Country,Type,Gas,year,Emissions (kt CO eq),Difference in Emissions,% Difference in Emissions,Absolute change since 1990,Percentage change since 1990,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2008,30,3113,11.70%,29229,6130.00%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2009,42,12420,41.80%,41649,8734.70%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2010,55,12806,30.40%,54455,11420.50%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2011,40,-14626,-26.60%,39829,8353.10%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2012,42,1701,4.20%,41530,8709.90%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2013,47,5420,12.90%,46951,9846.70%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2014,41,-6808,-14.40%,40143,8418.90%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2015,40,-865,-2.10%,39278,8237.60%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2016,36,-3642,-9.20%,35636,7473.80%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2017,39,3290,9.10%,38926,8163.70%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2018,46,6498,16.50%,45424,9526.40%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2019,60,13711,29.90%,59135,12402.00%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2020,62,2833,4.80%,61968,12996.30%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2021,50,-12276,-19.70%,49692,10421.70%,,
Romania,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2022,51,510,1.00%,50202,10528.60%,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1990,,-50679,-100.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1991,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1992,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1993,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1994,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1995,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1996,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1997,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1998,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1999,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2000,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2001,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2002,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2003,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2004,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2005,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2006,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2007,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2008,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2009,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2010,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2011,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2012,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2013,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2014,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2015,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2016,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2017,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2018,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2019,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2020,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2021,,0,0.00%,,,,
Romania,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2022,,0,0.00%,,,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,64696,64695582,0.00%,0,0.00%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,54600,-10095202,-15.60%,-10095202,-15.60%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,48531,-6069049,-11.10%,-16164252,-25.00%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,45146,-3385613,-7.00%,-19549865,-30.20%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,43178,-1967574,-4.40%,-21517439,-33.30%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,44255,1076592,2.50%,-20440847,-31.60%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,44200,-54833,-0.10%,-20495680,-31.70%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,44179,-20818,0.00%,-20516498,-31.70%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,42386,-1792855,-4.10%,-22309353,-34.50%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,41941,-445520,-1.10%,-22754873,-35.20%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,40029,-1911469,-4.60%,-24666342,-38.10%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,42962,2932574,7.30%,-21733768,-33.60%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,41220,-1742121,-4.10%,-23475889,-36.30%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,42033,813373,2.00%,-22662516,-35.00%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,42660,627398,1.50%,-22035118,-34.10%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,46559,3898390,9.10%,-18136728,-28.00%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,43546,-3013169,-6.50%,-21149896,-32.70%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,42183,-1362190,-3.10%,-22512087,-34.80%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,43781,1597929,3.80%,-20914158,-32.30%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,39732,-4049089,-9.20%,-24963248,-38.60%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,41351,1618222,4.10%,-23345026,-36.10%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,39911,-1439628,-3.50%,-24784653,-38.30%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,36406,-3505112,-8.80%,-28289766,-43.70%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,35308,-1097343,-3.00%,-29387108,-45.40%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,35482,173368,0.50%,-29213741,-45.20%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,35776,293969,0.80%,-28919772,-44.70%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,36140,364256,1.00%,-28555516,-44.10%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,37383,1242483,3.40%,-27313033,-42.20%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,38184,801909,2.10%,-26511124,-41.00%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,35119,-3065360,-8.00%,-29576484,-45.70%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,30068,-5051125,-14.40%,-34627609,-53.50%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,34078,4009678,13.30%,-30617931,-47.30%,,
Slovakia,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,29976,-4102019,-12.00%,-34719950,-53.70%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),1990,8327,-21648881,-72.20%,0,0.00%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),1991,7904,-422856,-5.10%,-422856,-5.10%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),1992,7357,-546901,-6.90%,-969757,-11.60%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),1993,6757,-600226,-8.20%,-1569983,-18.90%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),1994,6410,-347029,-5.10%,-1917012,-23.00%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),1995,6407,-2290,0.00%,-1919302,-23.00%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),1996,6252,-155928,-2.40%,-2075230,-24.90%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),1997,5980,-271567,-4.30%,-2346797,-28.20%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),1998,5795,-184662,-3.10%,-2531459,-30.40%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),1999,5745,-49925,-0.90%,-2581384,-31.00%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2000,5465,-280229,-4.90%,-2861613,-34.40%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2001,5292,-172749,-3.20%,-3034362,-36.40%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2002,5233,-59423,-1.10%,-3093784,-37.20%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2003,5107,-126385,-2.40%,-3220169,-38.70%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2004,4997,-109262,-2.10%,-3329431,-40.00%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2005,4949,-48554,-1.00%,-3377985,-40.60%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2006,4996,47239,1.00%,-3330746,-40.00%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2007,4848,-148229,-3.00%,-3478975,-41.80%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2008,4830,-18052,-0.40%,-3497027,-42.00%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2009,4658,-171437,-3.50%,-3668465,-44.10%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2010,4626,-32177,-0.70%,-3700641,-44.40%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2011,4578,-47655,-1.00%,-3748296,-45.00%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2012,4453,-125437,-2.70%,-3873734,-46.50%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2013,4407,-45600,-1.00%,-3919334,-47.10%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2014,4214,-193107,-4.40%,-4112441,-49.40%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2015,4239,25022,0.60%,-4087419,-49.10%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2016,4158,-81240,-1.90%,-4168659,-50.10%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2017,4142,-15894,-0.40%,-4184553,-50.30%,,
Slovakia,Total net emissions with international transport (EEA),CH4 - (CO2 equivalent),2018,4030,-111970,-2.70%,-4296523,-51.60%,,
